GO_ID	ClusterID	ClusterName
GO:0000015	0	Catalytic & Enzymatic Complexes
GO:0000109	2	Gene-Expression Complexes
GO:0000110	2	Gene-Expression Complexes
GO:0000111	2	Gene-Expression Complexes
GO:0000112	2	Gene-Expression Complexes
GO:0000118	2	Gene-Expression Complexes
GO:0000123	0	Catalytic & Enzymatic Complexes
GO:0000124	0	Catalytic & Enzymatic Complexes
GO:0000126	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000127	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000138	1	Membrane & Organelle
GO:0000139	1	Membrane & Organelle
GO:0000151	0	Catalytic & Enzymatic Complexes
GO:0000153	0	Catalytic & Enzymatic Complexes
GO:0000159	0	Catalytic & Enzymatic Complexes
GO:0000164	0	Catalytic & Enzymatic Complexes
GO:0000172	0	Catalytic & Enzymatic Complexes
GO:0000176	2	Gene-Expression Complexes
GO:0000177	0	Catalytic & Enzymatic Complexes
GO:0000178	0	Catalytic & Enzymatic Complexes
GO:0000214	0	Catalytic & Enzymatic Complexes
GO:0000220	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000221	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000228	1	Membrane & Organelle
GO:0000242	1	Membrane & Organelle
GO:0000243	2	Gene-Expression Complexes
GO:0000307	0	Catalytic & Enzymatic Complexes
GO:0000311	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000312	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000314	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000315	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000333	0	Catalytic & Enzymatic Complexes
GO:0000347	2	Gene-Expression Complexes
GO:0000407	1	Membrane & Organelle
GO:0000408	0	Catalytic & Enzymatic Complexes
GO:0000417	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000421	1	Membrane & Organelle
GO:0000428	0	Catalytic & Enzymatic Complexes
GO:0000439	2	Gene-Expression Complexes
GO:0000445	2	Gene-Expression Complexes
GO:0000502	0	Catalytic & Enzymatic Complexes
GO:0000506	0	Catalytic & Enzymatic Complexes
GO:0000775	1	Membrane & Organelle
GO:0000776	1	Membrane & Organelle
GO:0000777	1	Membrane & Organelle
GO:0000778	1	Membrane & Organelle
GO:0000779	1	Membrane & Organelle
GO:0000781	1	Membrane & Organelle
GO:0000785	1	Membrane & Organelle
GO:0000786	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000791	1	Membrane & Organelle
GO:0000792	1	Membrane & Organelle
GO:0000793	1	Membrane & Organelle
GO:0000794	1	Membrane & Organelle
GO:0000795	1	Membrane & Organelle
GO:0000796	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000808	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000811	2	Gene-Expression Complexes
GO:0000812	2	Gene-Expression Complexes
GO:0000815	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000839	0	Catalytic & Enzymatic Complexes
GO:0000922	1	Membrane & Organelle
GO:0000923	1	Membrane & Organelle
GO:0000930	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000931	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000932	1	Membrane & Organelle
GO:0000938	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000940	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0000974	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0001401	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0001405	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0001527	1	Membrane & Organelle
GO:0001533	1	Membrane & Organelle
GO:0001534	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0002144	0	Catalytic & Enzymatic Complexes
GO:0002179	0	Catalytic & Enzymatic Complexes
GO:0002189	0	Catalytic & Enzymatic Complexes
GO:0005575	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0005576	1	Membrane & Organelle
GO:0005615	1	Membrane & Organelle
GO:0005622	1	Membrane & Organelle
GO:0005634	1	Membrane & Organelle
GO:0005635	1	Membrane & Organelle
GO:0005637	1	Membrane & Organelle
GO:0005643	2	Gene-Expression Complexes
GO:0005654	1	Membrane & Organelle
GO:0005655	0	Catalytic & Enzymatic Complexes
GO:0005656	2	Gene-Expression Complexes
GO:0005657	1	Membrane & Organelle
GO:0005658	0	Catalytic & Enzymatic Complexes
GO:0005662	2	Gene-Expression Complexes
GO:0005663	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0005664	2	Gene-Expression Complexes
GO:0005665	0	Catalytic & Enzymatic Complexes
GO:0005666	0	Catalytic & Enzymatic Complexes
GO:0005667	3	Ribosomal, Proteasomal & Vesicle-Coat Complexes
GO:0005669	2	Gene-Expression Complexes
GO:0005672	2	Gene-Expression Complexes
GO:0005673	2	Gene-Expression Complexes
GO:0005674	2	Gene-Expression Complexes
GO:0005675	0	Catalytic & Enzymatic Complexes
GO:0005677	2	Gene-Expression Complexes
GO:0005680	0	Catalytic & Enzymatic Complexes
GO:0005681	2	Gene-Expression Complexes
GO:0005682	2	Gene-Expression Complexes
GO:0005684	2	Gene-Expression Complexes
GO:0005685	2	Gene-Expression Complexes
