GO_ID	ClusterID	ClusterName
GO:0032044	1	Gene-Expression Complexes
GO:0032133	1	Gene-Expression Complexes
GO:0032299	2	Nuclear Enzyme Complexes
GO:0032300	1	Gene-Expression Complexes
GO:0032301	1	Gene-Expression Complexes
GO:0032302	1	Gene-Expression Complexes
GO:0032389	1	Gene-Expression Complexes
GO:0032541	0	Membrane & Organelle
GO:0032545	1	Gene-Expression Complexes
GO:0032777	1	Gene-Expression Complexes
GO:0032838	0	Membrane & Organelle
GO:0032991	1	Gene-Expression Complexes
GO:0033016	0	Membrane & Organelle
GO:0033018	0	Membrane & Organelle
GO:0033063	1	Gene-Expression Complexes
